"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"94000","Plains","4","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",715,888,978,884,1224,1127,1088,1083,922,989,1178,1201,1387,1440,1375,1419,1515,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",14276,15083,16566,18303,17392,17468,17923,19083,19950,20279,22156,23719,23216,22768,21376,21608,21834,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",2545,2891,2091,1230,2276,4234,4738,5440,5263,5769,5144,5239,5076,5416,5502,4487,4307,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",97595,104210,110812,124036,131628,137244,145011,148864,160991,162847,175990,166333,175199,180797,190140,198313,211304,217720
"94000","Plains","4","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",41517,45725,47695,55602,56234,58309,64821,67546,76323,76407,82413,67834,73549,76074,78706,81461,89658,92258
"94000","Plains","4","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",17598,19670,22610,24586,25797,28618,30563,27398,29879,31575,32889,30847,31492,32040,33275,32800,37449,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",4518,4419,4371,4800,6348,5898,5573,5636,6978,7664,6622,3942,6616,7074,7040,8164,8777,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",19265,21382,20409,25930,23726,23462,28268,33858,38341,36187,41906,31778,34123,35046,36841,39619,42401,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",136,253,305,287,362,331,418,653,1125,981,997,1267,1319,1914,1550,878,1030,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",56078,58486,63117,68434,75395,78935,80190,81318,84668,86439,93577,98500,101650,104723,111434,116852,121647,125462
"94000","Plains","4","200","Gross domestic product (GDP) by state","57","531","    Real estate",50290,52204,55926,59971,65623,69120,71035,72232,75671,75873,83314,87419,91029,94177,100624,105501,109584,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",5789,6282,7191,8462,9772,9815,9155,9086,8997,10566,10263,11081,10621,10546,10810,11351,12062,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",48059,51730,55329,60147,63930,65614,68097,73310,78227,83309,89989,98254,90925,96044,99459,104313,109038,116247
"94000","Plains","4","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",23980,26148,28080,29644,31398,33103,34289,36577,38426,40949,44070,48508,46712,47093,48989,51607,53480,56424
"94000","Plains","4","200","Gross domestic product (GDP) by state","61","5411","    Legal services",4972,5578,5922,6176,6766,7182,7751,8384,8339,8733,9272,10498,9693,9342,9838,10172,10208,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",3901,4748,5346,5197,5787,5495,5708,6258,7072,7519,8581,9023,9006,9274,10031,11030,11913,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",15107,15822,16812,18272,18845,20426,20830,21935,23014,24698,26218,28988,28013,28477,29120,30405,31359,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",12395,13090,13794,15839,16881,16638,16911,18574,19890,21460,23233,26146,21593,24885,25067,26176,28018,30767
"94000","Plains","4","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",11684,12492,13455,14664,15651,15873,16898,18159,19911,20900,22686,23601,22620,24066,25403,26529,27540,29056
"94000","Plains","4","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",10651,11403,12263,13365,14242,14341,15293,16575,18284,19373,20914,21798,20785,21829,23465,24446,25422,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",1033,1088,1192,1300,1408,1533,1605,1585,1627,1527,1772,1802,1835,2237,1937,2083,2118,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",40989,43323,46188,49385,52637,56493,60314,64205,67099,71101,75026,80567,85201,87279,89662,93348,96438,99993
"94000","Plains","4","200","Gross domestic product (GDP) by state","69","61","   Educational services",4569,4672,5024,5405,5371,5657,5920,6308,6419,6959,7416,7998,8724,8971,9209,9563,9573,9812
"94000","Plains","4","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",36420,38651,41164,43980,47267,50837,54394,57897,60681,64142,67609,72570,76476,78308,80454,83785,86865,90181
"94000","Plains","4","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",16578,17464,18308,19602,21190,22620,24078,25610,26914,28731,30201,32211,33569,34508,35406,36974,37992,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",16870,17924,19257,20357,21916,23881,25587,27317,28489,29885,31690,34183,36466,37279,38605,40248,41483,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","73","624","    Social assistance",2972,3262,3599,4021,4160,4337,4730,4970,5277,5526,5718,6175,6440,6521,6443,6564,7390,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",18727,19730,21186,22780,22995,24392,25499,26984,27770,29017,29818,30134,29960,31085,31974,33688,35067,36596
"94000","Plains","4","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",5173,5205,5498,5998,5819,6393,6683,7052,7325,7783,8099,8269,8227,8647,8824,9168,9605,9947
"94000","Plains","4","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",1987,2104,2223,2498,2606,2982,3216,3365,3422,3828,3899,4005,4059,4165,4294,4401,4807,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",3186,3101,3275,3500,3213,3410,3467,3686,3903,3955,4199,4264,4168,4482,4529,4767,4798,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",13554,14525,15688,16782,17177,17999,18816,19932,20444,21234,21719,21865,21733,22438,23150,24520,25462,26650
"94000","Plains","4","200","Gross domestic product (GDP) by state","79","721","    Accommodation",3480,3793,4080,4367,4189,4225,4338,4632,4863,5126,5441,5382,4737,5013,5384,5843,6284,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",10074,10732,11608,12415,12988,13775,14478,15300,15582,16108,16278,16483,16996,17425,17765,18678,19178,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",16146,17178,18058,18932,17807,18968,18931,19765,20408,20981,21089,21188,21250,21422,21866,22720,23509,24488
"94000","Plains","4","200","Gross domestic product (GDP) by state","82","92"," Government",67805,70513,74256,78891,82534,86797,91030,95453,99160,104659,108904,114221,118480,123573,124279,125779,126768,129042
"94000","Plains","4","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",10988,11243,11699,12490,12331,13146,13878,14340,14715,15308,15302,15068,16377,17852,18021,17576,15722,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","84","...","  Federal military",5051,5045,5228,5390,5560,6309,7427,7983,8767,9173,9838,10440,11059,11353,11393,11314,11177,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","85","...","  State and local",51766,54225,57329,61012,64643,67342,69725,73130,75679,80178,83764,88712,91045,94369,94865,96889,99869,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",21848,18711,14352,16024,16397,17072,23551,29998,27119,27275,33207,43382,36859,43932,61458,61754,70313,65616
"94000","Plains","4","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",78642,83408,85306,88727,89996,91944,96202,101300,107082,110682,112457,115973,114429,119554,123056,130420,135098,140455
"94000","Plains","4","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",32182,33856,35805,37028,37473,37078,38816,42111,43885,47494,48286,50988,49841,52972,55955,58855,61287,64532
"94000","Plains","4","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",141805,143249,145178,155147,153424,156485,170159,185665,190157,198024,206034,213967,199391,212443,236887,252334,261219,263260
"94000","Plains","4","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",356094,378750,400293,427892,444115,462896,485479,512241,542312,562271,592643,605188,607504,629341,651014,679684,710320,739215
"95000","Southeast","5","200","Gross domestic product (GDP) by state","1","...","All industry total",1836179,1950462,2082309,2188879,2287967,2376742,2505663,2680845,2895013,3064212,3164222,3200127,3152571,3251955,3338113,3454443,3569920,3695095
"95000","Southeast","5","200","Gross domestic product (GDP) by state","2","..."," Private industries",1578429,1681156,1798208,1889376,1974263,2041509,2149301,2301070,2496716,2647341,2719730,2734049,2669345,2755868,2834974,2946033,3059684,3180569
"95000","Southeast","5","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",26666,24908,23369,25263,26057,21301,25657,31839,29541,28564,27665,29704,27726,29956,31674,37169,42827,40222
"95000","Southeast","5","200","Gross domestic product (GDP) by state","4","111-112","   Farms",20902,18980,17333,19028,19839,15230,19368,25345,23098,20934,20347,22599,20521,22234,24035,28972,34581,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",5764,5928,6036,6235,6218,6071,6289,6494,6443,7630,7318,7105,7204,7721,7640,8197,8246,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","6","21","  Mining",21157,21955,21740,26509,30067,23384,25952,29911,35897,43194,47402,57215,48672,56587,64744,58292,56401,57508
"95000","Southeast","5","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",8051,7845,8842,13274,14996,9872,11697,13610,16318,18537,19855,25918,19638,22932,26948,25467,24029,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",9530,10513,10371,10045,10289,9854,10266,12071,14609,16780,18884,21237,21175,25217,28663,23445,22979,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",3577,3597,2527,3189,4782,3658,3989,4230,4970,7877,8663,10060,7859,8438,9133,9380,9393,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","10","22","  Utilities",41381,39075,42971,42985,44239,41962,43812,48249,48212,55136,55629,55785,60907,64769,64997,59540,61363,63069
"95000","Southeast","5","200","Gross domestic product (GDP) by state","11","23","  Construction",83578,94129,101920,111903,118083,119804,128264,145300,166291,180800,181929,160784,139210,129882,128024,135005,141525,149272
"95000","Southeast","5","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",314210,323719,345994,340385,338795,341125,355095,375698,409171,428360,420549,405777,399015,421665,437116,455151,463420,476129
"95000","Southeast","5","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",148974,152232,162356,158368,153574,156141,163631,175489,189084,203505,202485,191325,165878,176854,182156,194373,207932,217595
"95000","Southeast","5","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",9828,9906,10714,9819,9619,9486,10067,11743,12819,11899,10305,8777,7103,8055,7971,8926,9908,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",10025,10261,10993,10791,10890,10397,10858,11773,13076,14311,14847,11750,10004,9659,9516,9910,10512,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",9541,9483,9945,9537,8587,9301,8681,11426,13036,15271,15080,16603,8643,9994,13245,15823,14997,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",19921,19653,21150,21184,20288,20182,21211,22802,24205,25191,26242,25364,23449,22944,23081,24705,25962,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",16151,19270,18958,18710,19629,20806,22082,19112,20974,21386,22256,22750,21638,23112,24496,23350,25046,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",19261,16931,18020,18146,18108,16982,19558,21925,22644,27756,30181,29202,28308,26502,21394,22465,24370,"(NA)"
"95000","Southeast","5","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",13633,11454,12373,13032,13203,12895,12623,12055,12545,14928,14618,16233,15935,15668,15256,16502,16727,"(NA)"
